Individual 	Attrition	Age	BusinessTravel	DailyRate	Department	DistanceFromHome	Education	EducationField	EmployeeCount	EmployeeNumber	EnvironmentSatisfaction	Gender	HourlyRate	JobInvolvement	JobLevel	JobRole	JobSatisfaction	MaritalStatus	MonthlyIncome	MonthlyRate	NumCompaniesWorked	OverTime	PercentSalaryHike	PerformanceRating	RelationshipSatisfaction	StandardHours	StockOptionLevel	TotalWorkingYears	TrainingTimesLastYear	WorkLifeBalance	YearsAtCompany	YearsInCurrentRole	YearsSinceLastPromotion	YearsWithCurrManager
Ind1252	No	30	1	979	1	15	2	3	1	1754	3	1	94	2	3	1	1	3	7140	3088	2	2	11	3	1	80	1	12	2	3	7	7	1	7
Ind1253	No	34	1	181	2	2	4	2	1	1755	4	1	97	4	1	2	4	2	2932	5586	0	1	14	3	1	80	3	6	3	3	5	0	1	2
Ind1254	No	33	3	1283	1	2	3	3	1	1756	4	2	62	3	2	1	2	1	5147	10697	8	2	15	3	4	80	0	13	2	2	11	7	1	7
Ind1255	No	49	1	1313	1	11	4	3	1	1757	4	2	80	3	2	1	4	1	4507	8191	3	2	12	3	3	80	0	8	1	4	5	1	0	4
Ind1256	Yes	33	1	211	1	16	3	1	1	1758	1	2	74	3	3	1	1	1	8564	10092	2	1	20	4	3	80	0	11	2	2	0	0	0	0
Ind1257	No	38	2	594	2	2	2	2	1	1760	3	2	75	2	1	3	2	2	2468	15963	4	2	14	3	2	80	1	9	4	2	6	1	0	5
Ind1258	Yes	31	1	1079	1	16	4	3	1	1761	1	1	70	3	3	1	3	2	8161	19002	2	2	13	3	1	80	3	10	2	3	1	0	0	0
Ind1259	No	29	1	590	2	4	3	4	1	1762	4	2	91	2	1	2	1	3	2109	10007	1	2	13	3	3	80	1	1	2	3	1	0	0	0
Ind1260	No	30	1	305	2	16	3	1	1	1763	3	1	58	4	2	5	3	2	5294	9128	3	2	16	3	3	80	1	10	3	3	7	0	1	7
Ind1261	No	32	3	953	2	5	4	4	1	1764	2	1	65	3	1	2	2	1	2718	17674	2	2	14	3	2	80	0	12	3	3	7	7	0	7
Ind1262	No	38	1	833	2	18	3	2	1	1766	2	1	60	1	2	5	4	2	5811	24539	3	1	16	3	3	80	1	15	2	3	1	0	1	0
Ind1263	Yes	43	2	807	2	17	3	4	1	1767	3	1	38	2	1	2	3	2	2437	15587	9	1	16	3	4	80	1	6	4	3	1	0	0	0
Ind1264	No	42	1	855	2	12	3	2	1	1768	2	1	57	3	1	3	2	3	2766	8952	8	2	22	4	2	80	3	7	6	2	5	3	0	4
Ind1265	No	55	1	478	2	2	3	2	1	1770	3	1	60	2	5	8	1	2	19038	19805	8	2	12	3	2	80	3	34	2	3	1	0	0	0
Ind1266	No	33	3	775	2	4	3	4	1	1771	4	1	90	3	2	2	2	3	3055	6194	5	2	15	3	4	80	2	11	2	2	9	8	1	7
Ind1267	No	41	1	548	2	9	4	1	1	1772	3	1	94	3	1	3	1	3	2289	20520	1	2	20	4	2	80	2	5	2	3	5	3	0	4
Ind1268	No	34	3	1375	1	10	3	1	1	1774	4	1	87	3	2	1	3	3	4001	12313	1	1	14	3	3	80	1	15	3	3	15	14	0	7
Ind1269	No	53	3	661	2	1	4	2	1	1775	1	2	60	2	4	4	3	2	12965	22308	4	1	20	4	4	80	3	27	2	2	3	2	0	2
Ind1270	No	43	1	244	3	2	3	1	1	1778	2	1	97	3	1	9	4	1	3539	5033	0	2	13	3	2	80	0	10	5	3	9	7	1	8
Ind1271	No	34	1	511	1	3	2	1	1	1779	4	2	32	1	2	1	4	1	6029	25353	5	2	12	3	1	80	0	6	3	3	2	2	2	2
Ind1272	Yes	21	1	337	1	7	1	3	1	1780	2	1	31	3	1	7	2	1	2679	4567	1	2	13	3	2	80	0	1	3	3	1	0	1	0
Ind1273	No	38	1	1153	2	6	2	6	1	1782	4	2	40	2	1	3	3	2	3702	16376	1	2	11	3	2	80	1	5	3	3	5	4	0	4
Ind1274	Yes	22	1	1294	2	8	1	2	1	1783	3	2	79	3	1	3	1	2	2398	15999	1	1	17	3	3	80	0	1	6	3	1	0	0	0
Ind1275	No	31	1	196	1	29	4	3	1	1784	1	2	91	2	2	1	4	2	5468	13402	1	2	14	3	1	80	2	13	3	3	12	7	5	7
Ind1276	No	51	1	942	2	3	3	4	1	1786	1	2	53	3	3	6	3	2	13116	22984	2	2	11	3	4	80	0	15	2	3	2	2	2	2
Ind1277	No	37	1	589	1	9	2	3	1	1787	2	1	46	2	2	1	2	2	4189	8800	1	2	14	3	1	80	2	5	2	3	5	2	0	3
Ind1278	No	46	1	734	2	2	4	2	1	1789	3	1	46	3	5	8	4	3	19328	14218	7	1	17	3	3	80	1	24	3	3	2	1	2	2
Ind1279	No	36	1	1383	2	10	3	1	1	1790	4	1	90	3	3	5	1	2	8321	25949	7	1	13	3	4	80	1	15	1	3	12	8	5	7
Ind1280	Yes	44	2	429	2	1	2	2	1	1792	3	1	99	3	1	2	2	3	2342	11092	1	1	12	3	3	80	3	6	2	2	5	3	2	3
Ind1281	No	37	1	1239	3	8	2	6	1	1794	3	1	89	3	2	9	2	3	4071	12832	2	2	13	3	3	80	0	19	4	2	10	0	4	7
Ind1282	Yes	35	1	303	1	27	3	1	1	1797	3	1	84	3	2	1	4	1	5813	13492	1	1	18	3	4	80	0	10	2	3	10	7	7	7
Ind1283	No	33	1	867	2	8	4	1	1	1798	4	1	90	4	1	2	1	2	3143	6076	6	2	19	3	2	80	1	14	1	3	10	8	7	6
Ind1284	No	28	1	1181	2	1	3	1	1	1799	3	1	82	3	1	2	4	2	2044	5531	1	2	11	3	3	80	1	5	6	4	5	3	0	3
Ind1285	No	39	1	1253	2	10	1	2	1	1800	3	1	65	3	3	8	3	1	13464	7914	7	2	21	4	3	80	0	9	3	3	4	3	2	2
Ind1286	No	46	3	849	1	26	2	1	1	1801	2	1	98	2	2	1	2	1	7991	25166	8	2	15	3	3	80	0	6	3	3	2	2	2	2
Ind1287	No	40	1	616	2	2	2	1	1	1802	3	2	99	3	1	3	1	2	3377	25605	4	2	17	3	4	80	1	7	5	2	4	3	0	2
Ind1288	No	42	1	1128	2	13	3	2	1	1803	2	1	95	4	2	5	1	2	5538	5696	5	2	18	3	3	80	2	10	2	2	0	0	0	0
Ind1289	No	35	3	1180	2	2	2	2	1	1804	2	1	90	3	2	4	4	3	5762	24442	2	2	14	3	3	80	1	15	6	3	7	7	1	7
Ind1290	No	38	3	1336	3	2	3	5	1	1805	1	1	100	3	1	9	2	3	2592	7129	5	2	13	3	4	80	3	13	3	3	11	10	3	8
Ind1291	Yes	34	2	234	2	9	4	1	1	1807	4	1	93	3	2	3	1	2	5346	6208	4	2	17	3	3	80	1	11	3	2	7	1	0	7
Ind1292	Yes	37	1	370	2	10	4	2	1	1809	4	1	58	3	2	4	1	1	4213	4992	1	2	15	3	2	80	0	10	4	1	10	3	0	8
Ind1293	No	39	2	766	1	20	3	1	1	1812	3	1	83	3	2	1	4	3	4127	19188	2	2	18	3	4	80	1	7	6	3	2	1	2	2
Ind1294	No	43	3	343	2	9	3	1	1	1813	1	1	52	3	1	2	3	1	2438	24978	4	2	13	3	3	80	0	7	2	2	3	2	1	2
Ind1295	No	41	1	447	2	5	3	1	1	1814	2	1	85	4	2	5	2	1	6870	15530	3	2	12	3	1	80	0	11	3	1	3	2	1	2
Ind1296	No	41	1	796	1	4	1	3	1	1815	3	2	81	3	3	1	3	3	10447	26458	0	1	13	3	4	80	1	23	3	4	22	14	13	5
Ind1297	No	30	1	1092	2	10	3	2	1	1816	1	2	64	3	3	4	3	1	9667	2739	9	2	14	3	2	80	0	9	3	3	7	7	0	2
Ind1298	Yes	26	1	920	3	20	2	2	1	1818	4	2	69	3	1	9	2	2	2148	6889	0	1	11	3	3	80	0	6	3	3	5	1	1	4
Ind1299	Yes	46	1	261	2	21	2	2	1	1821	4	2	66	3	2	5	2	2	8926	10842	4	2	22	4	4	80	1	13	2	4	9	7	3	7
Ind1300	No	40	1	1194	2	1	3	1	1	1822	3	2	52	3	2	5	4	3	6513	9060	4	2	17	3	4	80	1	12	3	3	5	3	0	3
Ind1301	No	34	1	810	1	8	2	4	1	1823	2	1	92	4	2	1	3	2	6799	22128	1	2	21	4	3	80	2	10	5	3	10	8	4	8
Ind1302	No	58	3	350	1	2	3	2	1	1824	2	1	52	3	4	6	2	3	16291	22577	4	2	22	4	4	80	1	37	0	2	16	9	14	14
Ind1303	No	35	1	185	2	23	4	2	1	1826	2	1	91	1	1	3	3	2	2705	9696	0	2	16	3	2	80	1	6	2	4	5	4	0	3
Ind1304	No	47	1	1001	2	4	3	1	1	1827	3	2	92	2	3	4	2	3	10333	19271	8	1	12	3	3	80	1	28	4	3	22	11	14	10
Ind1305	No	40	1	750	2	12	3	1	1	1829	2	2	47	3	2	5	1	3	4448	10748	2	2	12	3	2	80	1	15	3	3	7	4	7	7
Ind1306	No	54	1	431	2	7	4	2	1	1830	4	2	68	3	2	2	4	2	6854	15696	4	2	15	3	2	80	1	14	2	2	7	1	1	7
Ind1307	No	31	2	1125	1	7	4	3	1	1833	1	2	68	3	3	1	1	2	9637	8277	2	2	14	3	4	80	2	9	3	3	3	2	2	2
Ind1308	No	28	1	1217	2	1	3	2	1	1834	3	2	67	3	1	2	1	2	3591	12719	1	2	25	4	3	80	1	3	3	3	3	2	1	2
Ind1309	No	38	1	723	1	2	4	3	1	1835	2	2	77	1	2	7	4	2	5405	4244	2	1	20	4	1	80	2	20	4	2	4	2	0	3
Ind1310	No	26	1	572	1	10	3	2	1	1836	3	1	46	3	2	1	4	1	4684	9125	1	2	13	3	1	80	0	5	4	3	5	3	1	2
Ind1311	No	58	2	1216	2	15	4	1	1	1837	1	1	87	3	4	8	3	2	15787	21624	2	1	14	3	2	80	0	23	3	3	2	2	2	2
Ind1312	No	18	3	1431	2	14	3	2	1	1839	2	2	33	3	1	2	3	1	1514	8018	1	2	16	3	3	80	0	0	4	1	0	0	0	0
Ind1313	Yes	31	1	359	3	18	5	5	1	1842	4	1	89	4	1	9	1	2	2956	21495	0	2	17	3	3	80	0	2	4	3	1	0	0	0
Ind1314	Yes	29	1	350	3	13	3	5	1	1844	1	1	56	2	1	9	1	3	2335	3157	4	1	15	3	4	80	3	4	3	3	2	2	2	0
Ind1315	No	45	3	589	1	2	4	1	1	1845	3	2	67	3	2	1	3	2	5154	19665	4	2	22	4	2	80	2	10	3	4	8	7	5	7
Ind1316	No	36	1	430	2	2	4	6	1	1847	4	2	73	3	2	2	2	2	6962	19573	4	1	22	4	4	80	1	15	2	3	1	0	0	0
Ind1317	No	43	2	1422	1	2	4	1	1	1849	1	1	92	3	2	1	4	2	5675	19246	1	2	20	4	3	80	1	7	5	3	7	7	7	7
Ind1318	No	27	2	1297	2	5	2	1	1	1850	4	2	53	3	1	3	4	1	2379	19826	0	1	14	3	3	80	0	6	3	2	5	4	0	2
Ind1319	No	29	2	574	2	20	1	2	1	1852	4	1	40	3	1	3	4	2	3812	7003	1	2	13	3	2	80	0	11	3	4	11	8	3	10
Ind1320	No	32	2	1318	1	10	4	3	1	1853	4	1	79	3	2	1	4	1	4648	26075	8	2	13	3	3	80	0	4	2	4	0	0	0	0
Ind1321	No	42	3	355	2	10	4	4	1	1854	3	1	38	3	1	2	3	2	2936	6161	3	2	22	4	2	80	2	10	1	2	6	3	3	3
Ind1322	No	47	1	207	2	9	4	1	1	1856	2	2	64	3	1	3	3	1	2105	5411	4	2	12	3	3	80	0	7	2	3	2	2	2	0
Ind1323	No	46	1	706	2	2	2	1	1	1857	4	1	82	3	3	4	4	3	8578	19989	3	2	14	3	3	80	1	12	4	2	9	8	4	7
Ind1324	No	28	3	280	3	1	2	1	1	1858	3	1	43	3	1	9	4	3	2706	10494	1	2	15	3	2	80	1	3	2	3	3	2	2	2
Ind1325	No	29	1	726	2	29	1	1	1	1859	4	1	93	1	2	5	3	3	6384	21143	8	2	17	3	4	80	2	11	3	3	7	0	1	6
Ind1326	No	42	1	1142	2	8	3	1	1	1860	4	1	81	3	1	3	3	1	3968	13624	4	2	13	3	4	80	0	8	3	3	0	0	0	0
Ind1327	Yes	32	1	414	1	2	4	3	1	1862	3	1	82	2	2	1	2	1	9907	26186	7	1	12	3	3	80	0	7	3	2	2	2	2	2
Ind1328	No	46	1	1319	1	3	3	4	1	1863	1	2	45	4	4	1	1	3	13225	7739	2	2	12	3	4	80	1	25	5	3	19	17	2	8
Ind1329	No	27	1	728	1	23	1	2	1	1864	2	2	36	2	2	7	3	2	3540	7018	1	2	21	4	4	80	1	9	5	3	9	8	5	8
Ind1330	No	29	1	352	3	6	1	2	1	1865	4	1	87	2	1	9	2	2	2804	15434	1	2	11	3	4	80	0	1	3	3	1	0	0	0
Ind1331	No	43	1	823	2	6	3	2	1	1866	1	2	81	2	5	6	3	2	19392	22539	7	2	13	3	4	80	0	21	2	3	16	12	6	14
Ind1332	No	48	1	1224	2	10	3	1	1	1867	4	1	91	2	5	8	2	2	19665	13583	4	2	12	3	4	80	0	29	3	3	22	10	12	9
Ind1333	Yes	29	2	459	2	24	2	1	1	1868	4	1	73	2	1	2	4	1	2439	14753	1	1	24	4	2	80	0	1	3	2	1	0	1	0
Ind1334	Yes	46	1	1254	1	10	3	1	1	1869	3	2	64	3	3	1	2	2	7314	14011	5	2	21	4	3	80	3	14	2	3	8	7	0	7
Ind1335	No	27	2	1131	2	15	3	1	1	1870	4	2	77	2	1	2	1	2	4774	23844	0	2	19	3	4	80	1	8	2	2	7	6	7	3
Ind1336	No	39	1	835	2	19	4	6	1	1871	4	1	41	3	2	2	4	3	3902	5141	8	2	14	3	2	80	3	7	2	3	2	2	2	2
Ind1337	No	55	1	836	2	2	4	4	1	1873	2	1	98	2	1	2	4	2	2662	7975	8	2	20	4	2	80	1	19	2	4	5	2	0	4
Ind1338	No	28	1	1172	1	3	3	2	1	1875	2	2	78	3	1	7	2	2	2856	3692	1	2	19	3	4	80	1	1	3	3	1	0	0	0
Ind1339	Yes	30	1	945	1	9	3	2	1	1876	2	1	89	3	1	7	4	1	1081	16019	1	2	13	3	3	80	0	1	3	2	1	0	0	0
Ind1340	Yes	22	1	391	2	7	1	1	1	1878	4	1	75	3	1	2	2	1	2472	26092	1	1	23	4	1	80	0	1	2	3	1	0	0	0
Ind1341	No	36	1	1266	1	10	4	4	1	1880	2	2	63	2	2	1	3	2	5673	6060	1	1	13	3	1	80	1	10	4	3	10	9	1	7
Ind1342	No	31	1	311	2	20	3	1	1	1881	2	1	89	3	2	3	3	3	4197	18624	1	2	11	3	1	80	1	10	2	3	10	8	0	2
Ind1343	No	34	1	1480	1	4	3	1	1	1882	3	1	64	3	3	1	4	2	9713	24444	2	1	13	3	4	80	3	9	3	3	5	3	1	0
Ind1344	No	29	1	592	2	7	3	1	1	1883	4	1	59	3	1	3	1	1	2062	19384	3	2	14	3	2	80	0	11	2	3	3	2	1	2
Ind1345	No	37	1	783	2	7	4	2	1	1885	4	1	78	3	2	2	1	2	4284	13588	5	1	22	4	3	80	1	16	2	3	5	3	0	4
Ind1346	No	35	1	219	2	16	2	6	1	1886	4	2	44	2	2	4	2	2	4788	25388	0	1	11	3	4	80	0	4	2	3	3	2	0	2
Ind1347	No	45	1	556	2	25	2	1	1	1888	2	2	93	2	2	4	4	2	5906	23888	0	2	13	3	4	80	2	10	2	2	9	8	3	8
Ind1348	No	36	2	1213	3	2	1	5	1	1890	2	1	94	2	2	9	4	1	3886	4223	1	2	21	4	4	80	0	10	2	2	10	1	0	8
Ind1349	No	40	1	1137	2	1	4	1	1	1892	1	1	98	3	4	6	1	3	16823	18991	2	2	11	3	1	80	1	22	3	3	19	7	11	16
Ind1350	No	26	1	482	2	1	2	1	1	1893	2	2	90	2	1	2	3	2	2933	14908	1	1	13	3	3	80	1	1	3	2	1	0	1	0
Ind1351	No	27	1	511	1	2	2	2	1	1898	1	2	89	4	2	1	3	1	6500	26997	0	2	14	3	2	80	0	9	5	2	8	7	0	7
Ind1352	No	48	2	117	2	22	3	2	1	1900	4	2	58	3	4	6	4	3	17174	2437	3	2	11	3	2	80	1	24	3	3	22	17	4	7
Ind1353	No	44	1	170	2	1	4	1	1	1903	2	1	78	4	2	5	1	2	5033	9364	2	2	15	3	4	80	1	10	5	3	2	0	2	2
Ind1354	Yes	34	3	967	2	16	4	4	1	1905	4	1	85	1	1	2	1	2	2307	14460	1	1	23	4	2	80	1	5	2	3	5	2	3	0
Ind1355	Yes	56	1	1162	2	24	2	1	1	1907	1	1	97	3	1	3	4	1	2587	10261	1	2	16	3	4	80	0	5	3	3	4	2	1	0
Ind1356	No	36	1	335	1	17	2	3	1	1908	3	1	33	2	2	1	2	2	5507	16822	2	2	16	3	3	80	2	12	1	1	4	2	1	3
Ind1357	No	41	1	337	1	8	3	3	1	1909	3	2	54	3	2	1	2	2	4393	26841	5	2	21	4	3	80	1	14	3	3	5	4	1	4
Ind1358	No	42	1	1396	2	6	3	2	1	1911	3	1	83	3	3	8	1	2	13348	14842	9	2	13	3	2	80	1	18	3	4	13	7	5	7
Ind1359	No	31	1	1079	1	10	2	2	1	1912	3	2	86	3	2	1	4	3	6583	20115	2	1	11	3	4	80	1	8	2	3	5	2	1	4
Ind1360	No	34	1	735	1	3	1	2	1	1915	4	2	75	2	2	1	4	2	8103	16495	3	1	12	3	3	80	0	9	3	2	4	2	0	1
Ind1361	No	31	1	471	2	4	3	2	1	1916	1	2	62	4	1	3	3	3	3978	16031	8	2	12	3	2	80	1	4	0	2	2	2	2	2
Ind1362	No	26	2	1096	2	6	3	6	1	1918	3	1	61	4	1	3	4	2	2544	7102	0	2	18	3	1	80	1	8	3	3	7	7	7	7
Ind1363	No	45	2	1297	2	1	4	2	1	1922	2	1	44	3	2	5	3	1	5399	14511	4	2	12	3	3	80	0	12	3	3	4	2	0	3
Ind1364	No	33	1	217	1	10	4	3	1	1924	2	1	43	3	2	1	3	1	5487	10410	1	2	14	3	2	80	0	10	2	2	10	4	0	9
Ind1365	No	28	2	783	1	1	2	1	1	1927	3	1	42	2	2	1	4	2	6834	19255	1	1	12	3	3	80	1	7	2	3	7	7	0	7
Ind1366	Yes	29	2	746	1	24	3	4	1	1928	3	1	45	4	1	7	1	1	1091	10642	1	2	17	3	4	80	0	1	3	3	1	0	0	0
Ind1367	No	39	3	1251	1	21	4	1	1	1929	1	2	32	1	2	1	3	2	5736	3987	6	2	19	3	3	80	1	10	1	3	3	2	1	2
Ind1368	No	27	1	1354	2	2	4	4	1	1931	2	1	41	3	1	2	2	2	2226	6073	1	2	11	3	3	80	1	6	3	2	5	3	1	2
Ind1369	No	34	2	735	2	22	4	6	1	1932	3	1	86	2	2	2	4	2	5747	26496	1	1	15	3	2	80	0	16	3	3	15	10	6	11
Ind1370	Yes	28	1	1475	1	13	2	3	1	1933	4	2	84	3	2	1	3	1	9854	23352	3	1	11	3	4	80	0	6	0	3	2	0	2	2
Ind1371	No	47	3	1169	2	14	4	4	1	1934	3	1	64	3	2	2	2	2	5467	2125	8	2	18	3	3	80	1	16	4	4	8	7	1	7
Ind1372	No	56	1	1443	1	11	5	3	1	1935	4	2	89	2	2	1	1	2	5380	20328	4	2	16	3	3	80	1	6	3	3	0	0	0	0
Ind1373	No	39	1	867	2	9	2	2	1	1936	1	1	87	3	2	4	1	2	5151	12315	1	2	25	4	4	80	1	10	3	3	10	0	7	9
Ind1374	No	38	2	1394	2	8	3	2	1	1937	4	2	58	2	2	2	2	3	2133	18115	1	1	16	3	3	80	1	20	3	3	20	11	0	7
Ind1375	No	58	1	605	1	21	3	1	1	1938	4	2	72	3	4	6	4	2	17875	11761	4	1	13	3	3	80	1	29	2	2	1	0	0	0
Ind1376	Yes	32	2	238	2	5	2	1	1	1939	1	2	47	4	1	2	3	1	2432	15318	3	1	14	3	1	80	0	8	2	3	4	1	0	3
Ind1377	No	38	1	1206	2	9	2	1	1	1940	2	1	71	3	1	2	4	3	4771	14293	2	2	19	3	4	80	2	10	0	4	5	2	0	3
Ind1378	No	49	2	1064	2	2	1	1	1	1941	2	1	42	3	5	8	4	2	19161	13738	3	2	15	3	4	80	0	28	3	3	5	4	4	3
Ind1379	No	42	1	419	1	12	4	3	1	1943	2	1	77	3	2	1	4	3	5087	2900	3	1	12	3	3	80	2	14	4	3	0	0	0	0
Ind1380	Yes	27	2	1337	3	22	3	5	1	1944	1	2	58	2	1	9	2	2	2863	19555	1	2	12	3	1	80	0	1	2	3	1	0	0	0
Ind1381	No	35	1	682	1	18	4	2	1	1945	2	1	71	3	2	1	1	2	5561	15975	0	2	16	3	4	80	1	6	2	1	5	3	0	4
Ind1382	No	28	3	1103	2	16	3	2	1	1947	3	1	49	3	1	2	3	1	2144	2122	1	2	14	3	3	80	0	5	3	2	5	3	1	4
Ind1383	No	31	3	976	2	3	2	2	1	1948	3	1	48	3	1	2	1	3	3065	3995	1	1	13	3	4	80	1	4	3	4	4	2	2	3
Ind1384	No	36	3	1351	2	9	4	1	1	1949	1	1	66	4	1	3	2	2	2810	9238	1	2	22	4	2	80	0	5	3	3	5	4	0	2
Ind1385	No	34	1	937	1	1	3	3	1	1950	1	1	32	3	3	1	4	1	9888	6770	1	2	21	4	1	80	0	14	3	2	14	8	2	1
Ind1386	No	34	1	1239	1	13	4	2	1	1951	4	1	39	3	3	1	3	3	8628	22914	1	2	18	3	3	80	1	9	2	2	8	7	1	1
Ind1387	No	26	1	157	2	1	3	2	1	1952	3	1	95	3	1	3	1	1	2867	20006	0	2	13	3	4	80	0	8	6	2	7	7	7	6
Ind1388	No	29	1	136	2	1	3	1	1	1954	1	1	89	3	2	5	1	2	5373	6225	0	2	12	3	1	80	1	6	5	2	5	3	0	2
Ind1389	No	32	3	1146	2	15	4	2	1	1955	3	2	34	3	2	5	4	3	6667	16542	5	2	18	3	2	80	1	9	6	3	5	1	1	2
Ind1390	No	31	2	1125	2	1	3	1	1	1956	4	1	48	1	2	2	1	2	5003	5771	1	2	21	4	2	80	0	10	6	3	10	8	8	7
Ind1391	Yes	28	1	1404	2	17	3	4	1	1960	3	1	32	2	1	3	4	3	2367	18779	5	2	12	3	1	80	1	6	2	2	4	1	0	3
Ind1392	No	38	1	1404	1	1	3	1	1	1961	1	1	59	2	1	7	1	1	2858	11473	4	2	14	3	1	80	0	20	3	2	1	0	0	0
Ind1393	No	35	1	1224	1	7	4	1	1	1962	3	2	55	3	2	1	4	2	5204	13586	1	1	11	3	4	80	0	10	2	3	10	8	0	9
Ind1394	No	27	1	954	1	9	3	3	1	1965	4	1	44	3	2	1	4	1	4105	5099	1	2	14	3	1	80	0	7	5	3	7	7	0	7
Ind1395	No	32	1	1373	2	5	4	1	1	1966	4	1	56	2	2	4	4	1	9679	10138	8	2	24	4	2	80	0	8	1	3	1	0	0	0
Ind1396	Yes	31	2	754	1	26	4	3	1	1967	1	1	63	3	2	1	4	2	5617	21075	1	1	11	3	3	80	0	10	4	3	10	7	0	8
Ind1397	Yes	53	1	1168	1	24	4	1	1	1968	1	1	66	3	3	1	1	1	10448	5843	6	1	13	3	2	80	0	15	2	2	2	2	2	2
Ind1398	No	54	1	155	2	9	2	1	1	1969	1	2	67	3	2	2	3	2	2897	22474	3	2	11	3	3	80	2	9	6	2	4	3	2	3
Ind1399	No	33	2	1303	2	7	2	1	1	1970	4	1	36	3	2	5	3	3	5968	18079	1	2	20	4	3	80	3	9	2	3	9	7	2	8
Ind1400	No	43	1	574	2	11	3	1	1	1971	1	1	30	3	3	5	3	2	7510	16873	1	2	17	3	2	80	1	10	1	3	10	9	0	9
Ind1401	No	38	2	1444	3	1	4	6	1	1972	4	1	88	3	1	9	2	2	2991	5224	0	1	11	3	2	80	1	7	2	3	6	2	1	2
Ind1402	No	55	1	189	3	26	4	5	1	1973	3	1	71	4	5	6	2	2	19636	25811	4	1	18	3	1	80	1	35	0	3	10	9	1	4
Ind1403	No	31	1	1276	2	2	1	2	1	1974	4	2	59	1	1	3	4	3	1129	17536	1	1	11	3	3	80	3	1	4	3	1	0	0	0
Ind1404	No	39	1	119	1	15	4	3	1	1975	2	1	77	3	4	1	1	1	13341	25098	0	2	12	3	1	80	0	21	3	3	20	8	11	10
Ind1405	No	42	3	335	2	23	2	1	1	1976	4	1	37	2	2	2	3	1	4332	14811	1	2	12	3	4	80	0	20	2	3	20	9	3	7
Ind1406	No	31	3	697	2	10	3	2	1	1979	3	2	40	3	3	8	3	2	11031	26862	4	2	20	4	3	80	1	13	2	4	11	7	4	8
Ind1407	No	54	1	157	2	10	3	2	1	1980	3	2	77	3	2	4	1	1	4440	25198	6	1	19	3	4	80	0	9	3	3	5	2	1	4
Ind1408	No	24	1	771	2	1	2	1	1	1981	2	1	45	2	2	5	3	1	4617	14120	1	2	12	3	2	80	0	4	2	2	4	3	1	2
Ind1409	No	23	1	571	2	12	2	6	1	1982	4	1	78	3	1	3	4	1	2647	13672	1	2	13	3	3	80	0	5	6	4	5	2	1	4
Ind1410	No	40	2	692	2	11	3	4	1	1985	4	2	73	3	2	3	3	2	6323	26849	1	2	11	3	1	80	1	10	2	4	10	9	9	4
Ind1411	No	40	1	444	1	2	2	3	1	1986	2	2	92	3	2	1	2	2	5677	4258	3	2	14	3	3	80	1	15	4	3	11	8	5	10
Ind1412	No	25	1	309	3	2	3	5	1	1987	3	2	82	3	1	9	2	2	2187	19655	4	2	14	3	3	80	0	6	3	3	2	0	1	2
Ind1413	No	30	1	911	2	1	2	2	1	1989	4	1	76	3	1	3	2	2	3748	4077	1	2	13	3	3	80	0	12	6	2	12	8	1	7
Ind1414	No	25	1	977	2	2	1	6	1	1992	4	1	57	3	1	3	3	3	3977	7298	6	1	19	3	3	80	1	7	2	2	2	2	0	2
Ind1415	No	47	1	1180	2	25	3	2	1	1993	1	1	84	3	3	5	3	1	8633	13084	2	2	23	4	2	80	0	25	3	3	17	14	12	11
Ind1416	No	33	3	1313	2	1	2	2	1	1994	2	1	59	2	1	3	3	3	2008	20439	1	2	12	3	3	80	3	1	2	2	1	1	0	0
Ind1417	No	38	1	1321	1	1	4	1	1	1995	4	1	86	3	2	1	2	2	4440	7636	0	2	15	3	1	80	2	16	3	3	15	13	5	8
Ind1418	No	31	1	1154	1	2	2	1	1	1996	1	1	54	3	1	7	3	2	3067	6393	0	2	19	3	3	80	1	3	1	3	2	2	1	2
Ind1419	No	38	2	508	2	6	4	1	1	1997	1	1	72	2	2	4	3	2	5321	14284	2	2	11	3	4	80	1	10	1	3	8	3	7	7
Ind1420	No	42	1	557	2	18	4	1	1	1998	4	1	35	3	2	2	1	3	5410	11189	6	1	17	3	3	80	1	9	3	2	4	3	1	2
Ind1421	No	41	1	642	2	1	3	1	1	1999	4	1	76	3	1	2	4	2	2782	21412	3	2	22	4	1	80	1	12	3	3	5	3	1	0
Ind1422	No	47	3	1162	2	1	1	2	1	2000	3	2	98	3	3	8	2	2	11957	17231	0	2	18	3	1	80	2	14	3	1	13	8	5	12
Ind1423	No	35	1	1490	2	11	4	2	1	2003	4	1	43	3	1	3	3	2	2660	20232	7	1	11	3	3	80	1	5	3	3	2	2	2	2
Ind1424	No	22	1	581	2	1	2	1	1	2007	4	1	63	3	1	2	3	1	3375	17624	0	2	12	3	4	80	0	4	2	4	3	2	1	2
Ind1425	No	35	1	1395	2	9	4	2	1	2008	2	1	48	3	2	2	3	1	5098	18698	1	2	19	3	2	80	0	10	5	3	10	7	0	8
Ind1426	No	33	1	501	2	15	2	2	1	2009	2	2	95	3	2	5	4	2	4878	21653	0	1	13	3	1	80	1	10	6	3	9	7	8	1
Ind1427	No	32	1	267	2	29	4	1	1	2010	3	2	49	2	1	3	2	1	2837	15919	1	2	13	3	3	80	0	6	3	3	6	2	4	1
